frp,latitude,longitude,county,local_date,daynight,temp,tmin,tmax,rhum,prcp,wspd,pres,elevation,slope,aspect,fuel_model,fuel_class,years_since_last_burn,log_frp
175.3,38.7512,-120.3019,El Dorado,2021-08-24,D,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1626.0,24.0,72.0,142.0,Shrub,48.0,2.2437819408681516
234.9,38.7641,-120.3096,El Dorado,2021-08-24,D,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1229.0,32.0,61.0,188.0,Timber Litter,50.0,2.3708830352660892
392.3,38.765,-120.2515,El Dorado,2021-08-24,D,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1725.0,16.0,207.0,142.0,Shrub,89.0,2.5936183192000044
184.2,38.6711,-120.299,El Dorado,2021-08-24,D,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1968.0,7.0,214.0,91.0,Nonburnable,50.0,2.265289649438163
136.7,38.7553,-120.4116,El Dorado,2021-08-24,D,22.7,18.0,28.0,32.0,0.0,6.5,1015.2,1441.0,13.0,351.0,142.0,Shrub,19.0,2.1357685463377174
173.9,40.5765,-121.3179,Lassen,2021-08-24,D,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,2034.0,16.0,57.0,183.0,Timber Litter,50.0,2.2402996069765173
199.1,40.5744,-121.314,Lassen,2021-08-24,D,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,1982.0,12.0,85.0,182.0,Timber Litter,50.0,2.299071281840291
143.8,40.0073,-120.7858,Plumas,2021-08-24,D,19.0,8.0,29.0,29.0,0.0,12.4,1016.5,2091.0,31.0,292.0,182.0,Timber Litter,50.0,2.157758916248148
577.6,40.0102,-120.7903,Plumas,2021-08-24,D,19.0,8.0,29.0,29.0,0.0,12.4,1016.5,2018.0,20.0,7.0,186.0,Timber Litter,50.0,2.7616271920805313
352.3,40.5007,-121.4347,Shasta,2021-08-24,D,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,2018.0,2.0,-1.0,182.0,Timber Litter,50.0,2.546912655508647
379.9,40.502,-121.4429,Shasta,2021-08-24,D,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,2004.0,2.0,-1.0,181.0,Timber Litter,50.0,2.5796693049865307
134.9,40.4994,-121.3854,Shasta,2021-08-24,D,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,2093.0,16.0,95.0,182.0,Timber Litter,50.0,2.130011981865712
323.1,38.7862,-120.256,El Dorado,2021-08-24,D,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1792.0,24.0,174.0,142.0,Shrub,17.0,2.509336971459132
234.8,38.779,-120.2477,El Dorado,2021-08-24,D,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1437.0,17.0,13.0,188.0,Timber Litter,89.0,2.3706981110719343
215.3,38.7702,-120.2539,El Dorado,2021-08-24,D,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1936.0,14.0,125.0,142.0,Shrub,89.0,2.3330440499950837
142.4,38.7946,-120.2571,El Dorado,2021-08-24,D,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,2120.0,7.0,209.0,184.0,Timber Litter,50.0,2.1535100197990444
73.3,38.5957,-120.648,El Dorado,2021-08-24,D,22.7,18.0,28.0,32.0,0.0,6.5,1015.2,696.0,8.0,23.0,165.0,Timber-Understory,53.0,1.86510403389003
187.9,38.7629,-120.2494,El Dorado,2021-08-24,D,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1737.0,11.0,198.0,188.0,Timber Litter,89.0,2.2739268032135893
112.5,38.6846,-120.5571,El Dorado,2021-08-24,D,22.7,18.0,28.0,32.0,0.0,6.5,1015.2,1205.0,16.0,42.0,142.0,Shrub,50.0,2.0511525610513335
588.4,38.7326,-120.2086,El Dorado,2021-08-24,D,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1892.0,11.0,111.0,161.0,Timber-Understory,50.0,2.769672671436432
101.3,38.6018,-120.3912,El Dorado,2021-08-24,D,22.7,18.0,28.0,32.0,0.0,6.5,1015.2,1590.0,21.0,352.0,142.0,Shrub,50.0,2.005609488232389
2309.0,38.6826,-120.2479,El Dorado,2021-08-24,D,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,2074.0,8.0,307.0,183.0,Timber Litter,50.0,3.3634239347980532
440.6,38.7051,-120.2385,El Dorado,2021-08-24,D,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1853.0,18.0,103.0,101.0,Grass,50.0,2.644044502671637
298.1,38.6648,-120.2885,El Dorado,2021-08-24,D,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,2002.0,11.0,202.0,91.0,Nonburnable,50.0,2.474361990601382
545.1,38.6709,-120.2809,El Dorado,2021-08-24,D,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1963.0,17.0,273.0,188.0,Timber Litter,50.0,2.736476189994941
940.8,38.6869,-120.2803,El Dorado,2021-08-24,D,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1903.0,18.0,135.0,142.0,Shrub,50.0,2.9734973133482887
1773.2,38.6889,-120.2395,El Dorado,2021-08-24,D,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1996.0,5.0,145.0,142.0,Shrub,50.0,3.2487577250765103
114.6,38.7252,-120.3675,El Dorado,2021-08-24,D,22.7,18.0,28.0,32.0,0.0,6.5,1015.2,1620.0,15.0,279.0,188.0,Timber Litter,48.0,2.059184655527921
125.7,38.6512,-120.3564,El Dorado,2021-08-24,D,22.7,18.0,28.0,32.0,0.0,6.5,1015.2,1647.0,6.0,129.0,161.0,Timber-Understory,50.0,2.0993353122360343
401.7,38.6809,-120.2874,El Dorado,2021-08-24,D,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1910.0,6.0,283.0,142.0,Shrub,50.0,2.6039018425430847
421.5,38.7071,-120.1973,El Dorado,2021-08-24,D,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1831.0,7.0,227.0,142.0,Shrub,50.0,2.6247975892643076
1543.5,38.7231,-120.1997,El Dorado,2021-08-24,D,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1951.0,5.0,210.0,142.0,Shrub,50.0,3.1885066366318133
95.0,38.6734,-120.5481,El Dorado,2021-08-24,D,22.7,18.0,28.0,32.0,0.0,6.5,1015.2,1146.0,27.0,210.0,161.0,Timber-Understory,50.0,1.977723651004054
1450.3,38.7166,-120.2054,El Dorado,2021-08-24,D,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1830.0,15.0,239.0,121.0,Grass-Shrub,50.0,3.1614578499662658
135.9,38.6986,-120.5949,El Dorado,2021-08-24,D,22.7,18.0,28.0,32.0,0.0,6.5,1015.2,937.0,44.0,296.0,102.0,Grass,50.0,2.1332194886894085
641.2,38.7343,-120.1712,El Dorado,2021-08-24,D,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,2102.0,7.0,247.0,182.0,Timber Litter,50.0,2.8069935204552587
110.8,38.6829,-120.5936,El Dorado,2021-08-24,D,22.7,18.0,28.0,32.0,0.0,6.5,1015.2,1089.0,11.0,279.0,188.0,Timber Litter,50.0,2.0445397995886623
174.0,38.7028,-120.5884,El Dorado,2021-08-24,D,22.7,18.0,28.0,32.0,0.0,6.5,1015.2,1045.0,26.0,327.0,188.0,Timber Litter,50.0,2.2405492732420518
139.4,38.6715,-120.5849,El Dorado,2021-08-24,D,22.7,18.0,28.0,32.0,0.0,6.5,1015.2,976.0,13.0,175.0,165.0,Timber-Understory,50.0,2.1442628049165435
174.7,38.6209,-120.6524,El Dorado,2021-08-24,D,22.7,18.0,28.0,32.0,0.0,6.5,1015.2,533.0,10.0,41.0,122.0,Grass-Shrub,50.0,2.2422929298423737
211.3,38.6227,-120.6173,El Dorado,2021-08-24,D,22.7,18.0,28.0,32.0,0.0,6.5,1015.2,916.0,5.0,306.0,91.0,Nonburnable,50.0,2.324899517605767
94.1,38.6052,-120.6529,El Dorado,2021-08-24,D,22.7,18.0,28.0,32.0,0.0,6.5,1015.2,733.0,9.0,250.0,186.0,Timber Litter,50.0,1.9735896695796968
99.5,38.6071,-120.6149,El Dorado,2021-08-24,D,22.7,18.0,28.0,32.0,0.0,6.5,1015.2,689.0,30.0,349.0,91.0,Nonburnable,50.0,1.99782312439341
300.3,38.7772,-120.2858,El Dorado,2021-08-24,D,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1421.0,18.0,208.0,144.0,Shrub,17.0,2.4775553466610014
709.0,38.7148,-120.2462,El Dorado,2021-08-24,D,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1679.0,12.0,321.0,188.0,Timber Litter,50.0,2.8506462413085174
571.8,38.7212,-120.238,El Dorado,2021-08-24,D,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1627.0,9.0,227.0,188.0,Timber Litter,50.0,2.7572441586171865
140.1,38.6035,-120.3526,El Dorado,2021-08-24,D,22.7,18.0,28.0,32.0,0.0,6.5,1015.2,1656.0,4.0,114.0,165.0,Timber-Understory,50.0,2.146438166284666
594.7,38.7183,-120.168,El Dorado,2021-08-24,D,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1989.0,7.0,337.0,184.0,Timber Litter,50.0,2.7742979458020263
156.2,38.653,-120.3187,El Dorado,2021-08-24,D,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1850.0,19.0,279.0,188.0,Timber Litter,50.0,2.1936810573450245
485.5,38.725,-120.1619,El Dorado,2021-08-24,D,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,2095.0,22.0,216.0,182.0,Timber Litter,50.0,2.686189243189327
119.2,40.3187,-122.9605,Shasta,2021-08-24,D,22.3,14.0,30.6,34.0,0.0,4.9,1011.5,1077.0,23.0,142.0,122.0,Grass-Shrub,13.0,2.076276291838317
856.0,40.3116,-122.9495,Shasta,2021-08-24,D,22.3,14.0,30.6,34.0,0.0,4.9,1011.5,754.0,18.0,225.0,122.0,Grass-Shrub,13.0,2.9324737697506866
107.6,40.3343,-122.9329,Shasta,2021-08-24,D,22.3,14.0,30.6,34.0,0.0,4.9,1011.5,913.0,25.0,149.0,121.0,Grass-Shrub,50.0,2.0318123116923092
213.8,40.584,-121.3304,Shasta,2021-08-24,D,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,2136.0,11.0,31.0,121.0,Grass-Shrub,50.0,2.330007721185878
61.7,40.5859,-121.287,Lassen,2021-08-24,D,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,1786.0,1.0,-1.0,186.0,Timber Litter,50.0,1.7902852344213207
220.7,40.5857,-121.3204,Lassen,2021-08-24,D,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,1990.0,11.0,77.0,183.0,Timber Litter,50.0,2.3438023528397007
145.5,40.5994,-121.3278,Shasta,2021-08-24,D,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,1898.0,7.0,29.0,184.0,Timber Litter,50.0,2.162863023170343
157.2,40.5836,-121.362,Shasta,2021-08-24,D,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,2152.0,14.0,310.0,121.0,Grass-Shrub,50.0,2.1964525693302637
1112.7,40.3136,-122.9183,Shasta,2021-08-24,D,22.3,14.0,30.6,34.0,0.0,4.9,1011.5,782.0,27.0,152.0,122.0,Grass-Shrub,13.0,3.0463780919513415
128.0,40.3363,-122.8997,Shasta,2021-08-24,D,22.3,14.0,30.6,34.0,0.0,4.9,1011.5,794.0,27.0,151.0,122.0,Grass-Shrub,13.0,2.1072100035771233
695.7,40.3206,-122.9286,Shasta,2021-08-24,D,22.3,14.0,30.6,34.0,0.0,4.9,1011.5,739.0,28.0,250.0,101.0,Grass,91.0,2.8424220096002037
421.0,40.5113,-121.3485,Shasta,2021-08-24,D,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,2009.0,0.0,-1.0,98.0,Nonburnable,50.0,2.6242821061514516
499.2,40.5076,-121.3531,Shasta,2021-08-24,D,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,2021.0,6.0,348.0,182.0,Timber Litter,17.0,2.6982745853741767
234.2,40.3273,-122.9223,Shasta,2021-08-24,D,22.3,14.0,30.6,34.0,0.0,4.9,1011.5,987.0,28.0,289.0,101.0,Grass,50.0,2.3695869092800876
309.5,40.504,-121.4288,Shasta,2021-08-24,D,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,2055.0,13.0,190.0,121.0,Grass-Shrub,9.0,2.4906606673882683
80.4,40.4921,-121.4232,Shasta,2021-08-24,D,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,2035.0,2.0,-1.0,98.0,Nonburnable,50.0,1.9052561027651747
1136.9,40.5053,-121.4613,Shasta,2021-08-24,D,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,2054.0,5.0,296.0,182.0,Timber Litter,50.0,3.0557222703035642
1009.4,40.5022,-121.4664,Shasta,2021-08-24,D,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,1981.0,8.0,286.0,184.0,Timber Litter,50.0,3.004063304700168
172.9,40.5073,-121.4248,Shasta,2021-08-24,D,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,2113.0,14.0,192.0,121.0,Grass-Shrub,50.0,2.2377950183921684
92.0,40.4941,-121.386,Shasta,2021-08-24,D,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,2129.0,2.0,-1.0,121.0,Grass-Shrub,50.0,1.9637878745514747
302.6,40.5092,-121.3882,Shasta,2021-08-24,D,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,2195.0,1.0,-1.0,121.0,Grass-Shrub,9.0,2.4808689380392654
265.8,40.5057,-121.3926,Shasta,2021-08-24,D,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,2208.0,1.0,-1.0,182.0,Timber Litter,50.0,2.424554992945858
100.1,40.5822,-121.3695,Shasta,2021-08-24,D,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,2171.0,13.0,60.0,183.0,Timber Litter,9.0,2.0004341208653784
148.8,40.6016,-121.3021,Lassen,2021-08-24,N,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,1782.0,17.0,84.0,161.0,Timber-Understory,50.0,2.172602960396316
23.1,38.6085,-120.6584,El Dorado,2021-08-24,N,22.7,18.0,28.0,32.0,0.0,6.5,1015.2,685.0,4.0,185.0,184.0,Timber Litter,50.0,1.3636121678983728
47.3,40.0862,-120.8212,Plumas,2021-08-24,N,19.0,8.0,29.0,29.0,0.0,12.4,1016.5,1250.0,22.0,330.0,91.0,Nonburnable,82.0,1.6748612325548171
11.8,38.6304,-120.6659,El Dorado,2021-08-24,N,22.7,18.0,28.0,32.0,0.0,6.5,1015.2,711.0,24.0,205.0,145.0,Shrub,50.0,1.0718823753521405
235.0,40.6052,-121.2841,Lassen,2021-08-24,N,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,1812.0,12.0,119.0,161.0,Timber-Understory,50.0,2.371067880752352
86.3,38.7065,-120.5767,El Dorado,2021-08-24,N,22.7,18.0,28.0,32.0,0.0,6.5,1015.2,1170.0,11.0,356.0,188.0,Timber Litter,50.0,1.9360108460390169
62.5,40.5874,-121.315,Lassen,2021-08-24,N,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,1942.0,4.0,21.0,121.0,Grass-Shrub,50.0,1.7958800868311868
48.1,40.58,-121.2942,Lassen,2021-08-24,N,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,1801.0,4.0,7.0,186.0,Timber Litter,50.0,1.6821451666637355
42.6,40.5944,-121.2801,Lassen,2021-08-24,N,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,1780.0,1.0,-1.0,183.0,Timber Litter,50.0,1.6294097010497686
75.2,40.5874,-121.3099,Lassen,2021-08-24,N,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,1943.0,3.0,306.0,186.0,Timber Litter,50.0,1.8762178983435642
113.0,40.5908,-121.2928,Lassen,2021-08-24,N,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,1777.0,10.0,276.0,186.0,Timber Litter,50.0,2.053078481916558
116.7,40.5908,-121.298,Lassen,2021-08-24,N,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,1780.0,6.0,60.0,186.0,Timber Litter,50.0,2.0670708932599773
70.1,40.3175,-122.9114,Shasta,2021-08-24,N,22.3,14.0,30.6,34.0,0.0,4.9,1011.5,712.0,28.0,227.0,101.0,Grass,13.0,1.845718079920218
77.6,38.7692,-120.2556,El Dorado,2021-08-24,N,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1942.0,6.0,118.0,142.0,Shrub,89.0,1.8898617772239685
63.3,38.7909,-120.2605,El Dorado,2021-08-24,N,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,2030.0,21.0,145.0,101.0,Grass,17.0,1.8014037786262727
122.2,38.7725,-120.2386,El Dorado,2021-08-24,N,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1697.0,14.0,353.0,188.0,Timber Litter,89.0,2.0870712414461807
63.7,38.7795,-120.261,El Dorado,2021-08-24,N,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1482.0,21.0,163.0,188.0,Timber Litter,17.0,1.8041395005134429
37.0,38.776,-120.2791,El Dorado,2021-08-24,N,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1315.0,34.0,356.0,188.0,Timber Litter,50.0,1.568201841443866
77.5,38.7942,-120.2434,El Dorado,2021-08-24,N,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1968.0,25.0,133.0,161.0,Timber-Understory,40.0,1.8893017585443044
88.6,38.721,-120.1969,El Dorado,2021-08-24,N,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1928.0,5.0,149.0,188.0,Timber Litter,50.0,1.9474337709044838
43.5,40.6232,-121.3103,Lassen,2021-08-24,N,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,1708.0,2.0,-1.0,186.0,Timber Litter,50.0,1.638489356792438
105.0,40.5982,-121.3193,Lassen,2021-08-24,N,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,1897.0,11.0,35.0,181.0,Timber Litter,50.0,2.0211893404313153
140.7,40.6089,-121.3239,Shasta,2021-08-24,N,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,1822.0,4.0,15.0,181.0,Timber Litter,50.0,2.1482941283014454
133.1,40.6124,-121.3062,Lassen,2021-08-24,N,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,1737.0,9.0,24.0,186.0,Timber Litter,103.0,2.124178088103861
91.2,40.616,-121.2882,Lassen,2021-08-24,N,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,1732.0,3.0,13.0,181.0,Timber Litter,50.0,1.9599948859484226
31.7,40.6196,-121.3282,Shasta,2021-08-24,N,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,1748.0,4.0,315.0,181.0,Timber Litter,50.0,1.5010593992191437
166.0,38.6341,-120.6465,El Dorado,2021-08-24,N,22.7,18.0,28.0,32.0,0.0,6.5,1015.2,810.0,13.0,271.0,122.0,Grass-Shrub,50.0,2.2201081142023726
16.0,40.129,-120.7172,Plumas,2021-08-24,N,19.0,8.0,29.0,29.0,0.0,12.4,1016.5,2042.0,13.0,135.0,186.0,Timber Litter,50.0,1.2041202540898912
15.0,38.6378,-120.6278,El Dorado,2021-08-24,N,22.7,18.0,28.0,32.0,0.0,6.5,1015.2,842.0,13.0,72.0,102.0,Grass,50.0,1.1760915485852392
73.7,38.6121,-120.6402,El Dorado,2021-08-24,N,22.7,18.0,28.0,32.0,0.0,6.5,1015.2,736.0,22.0,24.0,184.0,Timber Litter,50.0,1.8674675467863857
115.9,38.6898,-120.2413,El Dorado,2021-08-24,N,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1940.0,21.0,333.0,161.0,Timber-Understory,50.0,2.064083473435077
12.0,40.0276,-120.6991,Plumas,2021-08-24,N,19.0,8.0,29.0,29.0,0.0,12.4,1016.5,1673.0,18.0,179.0,181.0,Timber Litter,50.0,1.0791816079595422
59.6,40.014,-120.7692,Plumas,2021-08-24,N,19.0,8.0,29.0,29.0,0.0,12.4,1016.5,1490.0,30.0,346.0,186.0,Timber Litter,50.0,1.775246332608432
103.7,40.0245,-120.7742,Plumas,2021-08-24,N,19.0,8.0,29.0,29.0,0.0,12.4,1016.5,1306.0,30.0,21.0,186.0,Timber Litter,50.0,2.015778798268931
105.0,40.0326,-120.7464,Plumas,2021-08-24,N,19.0,8.0,29.0,29.0,0.0,12.4,1016.5,1343.0,28.0,32.0,161.0,Timber-Understory,50.0,2.0211893404313153
337.4,40.0279,-120.7565,Plumas,2021-08-24,N,19.0,8.0,29.0,29.0,0.0,12.4,1016.5,1528.0,18.0,241.0,181.0,Timber Litter,50.0,2.528145091124905
45.8,40.0113,-120.7834,Plumas,2021-08-24,N,19.0,8.0,29.0,29.0,0.0,12.4,1016.5,1873.0,8.0,11.0,101.0,Grass,50.0,1.6608655728279815
19.7,40.0311,-120.7398,Plumas,2021-08-24,N,19.0,8.0,29.0,29.0,0.0,12.4,1016.5,1261.0,17.0,50.0,161.0,Timber-Understory,50.0,1.2944664466155886
14.6,38.6047,-120.3756,El Dorado,2021-08-24,N,22.7,18.0,28.0,32.0,0.0,6.5,1015.2,1711.0,22.0,339.0,188.0,Timber Litter,50.0,1.1643531532463092
117.8,40.5188,-121.3633,Shasta,2021-08-24,N,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,1989.0,6.0,323.0,122.0,Grass-Shrub,9.0,2.071145327318185
39.9,38.6725,-120.2718,El Dorado,2021-08-24,N,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1943.0,20.0,32.0,184.0,Timber Litter,50.0,1.6009730045324695
24.4,40.526,-121.3272,Shasta,2021-08-24,N,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,1961.0,29.0,1.0,122.0,Grass-Shrub,17.0,1.3873900043282348
210.4,40.5225,-121.3449,Shasta,2021-08-24,N,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,2009.0,7.0,63.0,121.0,Grass-Shrub,12.0,2.3230457561230735
19.4,38.7239,-120.371,El Dorado,2021-08-24,N,22.7,18.0,28.0,32.0,0.0,6.5,1015.2,1558.0,6.0,245.0,188.0,Timber Litter,48.0,1.2878019537933034
15.9,38.7274,-120.3532,El Dorado,2021-08-24,N,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1673.0,18.0,296.0,188.0,Timber Litter,26.0,1.2013973974615493
76.7,38.7406,-120.1699,El Dorado,2021-08-24,N,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,2186.0,23.0,296.0,184.0,Timber Litter,50.0,1.8847954205714652
131.1,38.7244,-120.1791,El Dorado,2021-08-24,N,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,2039.0,4.0,174.0,121.0,Grass-Shrub,50.0,2.1176027248170457
29.2,40.5111,-121.4605,Shasta,2021-08-24,N,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,1954.0,7.0,88.0,121.0,Grass-Shrub,9.0,1.4653830001793797
44.3,40.4899,-121.3331,Shasta,2021-08-24,N,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,2087.0,21.0,91.0,121.0,Grass-Shrub,16.0,1.6464038242579302
47.4,40.4904,-121.3272,Shasta,2021-08-24,N,15.1,3.0,27.0,32.0,0.0,11.1,1017.8,2081.0,4.0,161.0,121.0,Grass-Shrub,16.0,1.6757784332973837
78.8,38.6865,-120.2581,El Dorado,2021-08-24,N,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1979.0,13.0,325.0,184.0,Timber Litter,50.0,1.8965262726030647
34.2,38.6831,-120.276,El Dorado,2021-08-24,N,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1876.0,9.0,203.0,142.0,Shrub,50.0,1.5340262330428072
39.8,38.7003,-120.2454,El Dorado,2021-08-24,N,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1875.0,13.0,149.0,141.0,Shrub,50.0,1.5998831811928906
106.6,38.7035,-120.2288,El Dorado,2021-08-24,N,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1777.0,13.0,327.0,161.0,Timber-Understory,50.0,2.027757245431122
48.5,38.7386,-120.1636,El Dorado,2021-08-24,N,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,2245.0,19.0,259.0,184.0,Timber Litter,50.0,1.6857418281475085
92.2,38.7068,-120.2121,El Dorado,2021-08-24,N,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,1706.0,11.0,300.0,188.0,Timber Litter,50.0,1.9647309681571499
39.3,38.6013,-120.6357,El Dorado,2021-08-24,N,22.7,18.0,28.0,32.0,0.0,6.5,1015.2,799.0,12.0,204.0,165.0,Timber-Understory,53.0,1.5943926608829144
12.8,38.7315,-120.5081,El Dorado,2021-08-24,N,22.7,18.0,28.0,32.0,0.0,6.5,1015.2,1261.0,5.0,349.0,183.0,Timber Litter,50.0,1.1072103089402998
37.1,38.6048,-120.6178,El Dorado,2021-08-24,N,22.7,18.0,28.0,32.0,0.0,6.5,1015.2,788.0,24.0,308.0,184.0,Timber Litter,50.0,1.5693740266755374
24.4,38.6156,-120.622,El Dorado,2021-08-24,N,22.7,18.0,28.0,32.0,0.0,6.5,1015.2,649.0,24.0,250.0,183.0,Timber Litter,50.0,1.3873900043282348
92.0,38.7351,-120.1818,El Dorado,2021-08-24,N,15.3,3.3,23.3,40.0,0.0,7.5,1015.2,2083.0,11.0,157.0,121.0,Grass-Shrub,50.0,1.9637878745514747
35.8,40.3507,-122.8765,Shasta,2021-08-24,N,22.3,14.0,30.6,34.0,0.0,4.9,1011.5,593.0,18.0,118.0,121.0,Grass-Shrub,13.0,1.5538831479551651
171.8,40.3342,-122.8938,Shasta,2021-08-24,N,22.3,14.0,30.6,34.0,0.0,4.9,1011.5,638.0,25.0,121.0,121.0,Grass-Shrub,13.0,2.2350231847742963
19.4,40.1344,-120.7059,Plumas,2021-08-24,N,19.0,8.0,29.0,29.0,0.0,12.4,1016.5,2067.0,11.0,179.0,183.0,Timber Litter,50.0,1.2878019537933034
44.8,40.3583,-122.9016,Shasta,2021-08-24,N,22.3,14.0,30.6,34.0,0.0,4.9,1011.5,699.0,9.0,351.0,99.0,Nonburnable,50.0,1.6512781109388657
51.3,40.3466,-122.8958,Shasta,2021-08-24,N,22.3,14.0,30.6,34.0,0.0,4.9,1011.5,983.0,22.0,84.0,101.0,Grass,13.0,1.7101174497696017
57.7,40.363,-122.8794,Shasta,2021-08-24,N,22.3,14.0,30.6,34.0,0.0,4.9,1011.5,784.0,5.0,210.0,145.0,Shrub,64.0,1.7611758884233994
35.4,40.3491,-122.903,Shasta,2021-08-24,N,22.3,14.0,30.6,34.0,0.0,4.9,1011.5,907.0,18.0,294.0,165.0,Timber-Understory,50.0,1.5490033847078275
41.6,40.3299,-122.9141,Shasta,2021-08-24,N,22.3,14.0,30.6,34.0,0.0,4.9,1011.5,878.0,17.0,67.0,182.0,Timber Litter,13.0,1.6190934350244421
123.7,40.3535,-122.8827,Shasta,2021-08-24,N,22.3,14.0,30.6,34.0,0.0,4.9,1011.5,711.0,11.0,34.0,182.0,Timber Litter,13.0,2.092369734737808
109.8,40.3369,-122.9001,Shasta,2021-08-24,N,22.3,14.0,30.6,34.0,0.0,4.9,1011.5,811.0,33.0,53.0,121.0,Grass-Shrub,13.0,2.0406023796673027
21.8,38.6268,-120.6243,El Dorado,2021-08-24,N,22.7,18.0,28.0,32.0,0.0,6.5,1015.2,914.0,9.0,116.0,102.0,Grass,50.0,1.3384566928222115
60.1,38.6229,-120.6443,El Dorado,2021-08-24,N,22.7,18.0,28.0,32.0,0.0,6.5,1015.2,627.0,10.0,246.0,103.0,Grass,50.0,1.7788745442647105
